Channel,LOB,Product,Category,Total Volume Eaches
Channel 2,LOB 2,Product 3093,Category 2,240
Channel 2,LOB 1,Product 3094,Category 1,33
Channel 2,LOB 2,Product 3095,Category 1,2
Channel 2,LOB 2,Product 1323,Category 1,2
Channel 2,LOB 1,Product 1323,Category 1,1576
Channel 2,LOB 1,Product 1324,Category 1,7891
Channel 2,LOB 1,Product 1325,Category 1,2405
Channel 2,LOB 1,Product 1326,Category 1,6442
Channel 2,LOB 1,Product 3096,Category 1,19
Channel 2,LOB 3,Product 1327,Category 2,182
Channel 2,LOB 2,Product 1327,Category 2,170
Channel 2,LOB 1,Product 1327,Category 2,114
Channel 2,LOB 3,Product 1328,Category 2,12
Channel 2,LOB 2,Product 1328,Category 2,252
Channel 2,LOB 1,Product 1328,Category 2,159
Channel 2,LOB 3,Product 1329,Category 2,36
Channel 2,LOB 2,Product 1329,Category 2,108
Channel 2,LOB 1,Product 1329,Category 2,119
Channel 2,LOB 3,Product 1330,Category 2,185
Channel 2,LOB 2,Product 1330,Category 2,700
Channel 2,LOB 1,Product 1330,Category 2,290
Channel 2,LOB 2,Product 1331,Category 2,19
Channel 2,LOB 2,Product 1332,Category 2,82
Channel 2,LOB 3,Product 3097,Category 1,7
Channel 2,LOB 2,Product 3097,Category 1,1
Channel 2,LOB 3,Product 3098,Category 2,1
Channel 2,LOB 2,Product 3098,Category 2,19
Channel 2,LOB 2,Product 3099,Category 2,1
Channel 2,LOB 2,Product 3100,Category 2,7
Channel 2,LOB 2,Product 3101,Category 2,12
Channel 2,LOB 2,Product 3102,Category 2,12
Channel 2,LOB 2,Product 3103,Category 1,2
Channel 2,LOB 3,Product 3104,Category 2,6
Channel 2,LOB 2,Product 3104,Category 2,7
Channel 2,LOB 1,Product 3104,Category 2,40
Channel 2,LOB 2,Product 3105,Category 2,31
Channel 2,LOB 1,Product 3105,Category 2,50
Channel 2,LOB 2,Product 1334,Category 2,3
Channel 2,LOB 1,Product 1334,Category 2,75
Channel 2,LOB 3,Product 1335,Category 2,33
Channel 2,LOB 2,Product 1335,Category 2,14
Channel 2,LOB 1,Product 1335,Category 2,15
Channel 2,LOB 2,Product 1336,Category 3,3888
Channel 2,LOB 1,Product 1336,Category 3,578
Channel 2,LOB 2,Product 3106,Category 2,33
Channel 2,LOB 2,Product 1338,Category 2,37
Channel 2,LOB 1,Product 1338,Category 2,1
Channel 2,LOB 2,Product 3107,Category 1,2
Channel 2,LOB 3,Product 1341,Category 1,180
Channel 2,LOB 2,Product 1341,Category 1,1332
Channel 2,LOB 1,Product 1341,Category 1,3
Channel 2,LOB 2,Product 3108,Category 2,90
Channel 2,LOB 2,Product 1342,Category 3,12096
Channel 2,LOB 1,Product 1342,Category 3,5493
Channel 2,LOB 2,Product 1343,Category 3,888
Channel 2,LOB 1,Product 1343,Category 3,8608
Channel 2,LOB 2,Product 3109,Category 1,360
Channel 2,LOB 3,Product 1344,Category 2,246
Channel 2,LOB 2,Product 1344,Category 2,111
Channel 2,LOB 3,Product 1345,Category 2,48
Channel 2,LOB 2,Product 1345,Category 2,73
Channel 2,LOB 2,Product 3110,Category 2,3
Channel 2,LOB 2,Product 3111,Category 2,34
Channel 2,LOB 2,Product 3112,Category 2,8
Channel 2,LOB 2,Product 3113,Category 2,6
Channel 2,LOB 2,Product 3114,Category 2,10
Channel 2,LOB 2,Product 3115,Category 2,35
Channel 2,LOB 2,Product 3116,Category 2,12
Channel 2,LOB 2,Product 3117,Category 2,13
Channel 2,LOB 2,Product 3118,Category 2,12
Channel 2,LOB 2,Product 3119,Category 2,13
Channel 2,LOB 2,Product 3120,Category 2,11
Channel 2,LOB 2,Product 3121,Category 2,12
Channel 2,LOB 2,Product 3122,Category 2,13
Channel 2,LOB 2,Product 3123,Category 2,552
Channel 2,LOB 2,Product 1347,Category 3,14208
Channel 2,LOB 1,Product 1347,Category 3,2236
Channel 2,LOB 1,Product 3124,Category 4,640
Channel 2,LOB 1,Product 1348,Category 4,100
Channel 2,LOB 2,Product 1349,Category 2,7
Channel 2,LOB 2,Product 1350,Category 2,6
Channel 2,LOB 3,Product 1351,Category 2,4
Channel 2,LOB 2,Product 1351,Category 2,121
Channel 2,LOB 1,Product 1351,Category 2,258
Channel 2,LOB 2,Product 3125,Category 2,28
Channel 2,LOB 3,Product 1352,Category 2,6
Channel 2,LOB 2,Product 1352,Category 2,120
Channel 2,LOB 3,Product 1353,Category 2,35
Channel 2,LOB 2,Product 1353,Category 2,200
Channel 2,LOB 3,Product 1354,Category 2,20
Channel 2,LOB 2,Product 1354,Category 2,1077
Channel 2,LOB 1,Product 1354,Category 2,127
Channel 2,LOB 2,Product 1355,Category 2,38
Channel 2,LOB 1,Product 1355,Category 2,12
Channel 2,LOB 3,Product 3126,Category 2,6
Channel 2,LOB 3,Product 1356,Category 2,183
Channel 2,LOB 2,Product 1356,Category 2,2406
Channel 2,LOB 1,Product 1356,Category 2,429
Channel 2,LOB 3,Product 1357,Category 2,156
Channel 2,LOB 2,Product 1357,Category 2,2669
Channel 2,LOB 1,Product 1357,Category 2,300
Channel 2,LOB 3,Product 1358,Category 2,174
Channel 2,LOB 2,Product 1358,Category 2,983
Channel 2,LOB 1,Product 1358,Category 2,241
Channel 2,LOB 3,Product 1360,Category 2,25
Channel 2,LOB 2,Product 1360,Category 2,520
Channel 2,LOB 1,Product 1360,Category 2,766
Channel 2,LOB 3,Product 1361,Category 2,8
Channel 2,LOB 2,Product 1361,Category 2,542
Channel 2,LOB 1,Product 1361,Category 2,734
Channel 2,LOB 3,Product 1362,Category 2,90
Channel 2,LOB 2,Product 1362,Category 2,90
Channel 2,LOB 1,Product 1362,Category 2,345
Channel 2,LOB 3,Product 1363,Category 2,2793
Channel 2,LOB 2,Product 1363,Category 2,5126
Channel 2,LOB 1,Product 1363,Category 2,2651
Channel 2,LOB 3,Product 1364,Category 1,24
Channel 2,LOB 2,Product 1364,Category 1,1102
Channel 2,LOB 1,Product 1364,Category 1,189
Channel 2,LOB 2,Product 1365,Category 1,111
Channel 2,LOB 2,Product 3127,Category 1,1
Channel 2,LOB 3,Product 3128,Category 2,192
Channel 2,LOB 2,Product 3128,Category 2,2
Channel 2,LOB 3,Product 3129,Category 2,168
Channel 2,LOB 2,Product 3129,Category 2,14
Channel 2,LOB 2,Product 3130,Category 1,7
Channel 2,LOB 3,Product 1366,Category 2,297
Channel 2,LOB 2,Product 1366,Category 2,928
Channel 2,LOB 1,Product 1366,Category 2,345
Channel 2,LOB 2,Product 3131,Category 2,6
Channel 2,LOB 3,Product 1367,Category 2,2
Channel 2,LOB 2,Product 1367,Category 2,20
Channel 2,LOB 2,Product 3132,Category 2,166
Channel 2,LOB 3,Product 1368,Category 2,50
Channel 2,LOB 2,Product 1368,Category 2,769
Channel 2,LOB 1,Product 1368,Category 2,459
Channel 2,LOB 2,Product 3133,Category 2,1399
Channel 2,LOB 2,Product 3134,Category 2,1308
Channel 2,LOB 2,Product 3135,Category 2,982
Channel 2,LOB 2,Product 3136,Category 2,326
Channel 2,LOB 2,Product 3137,Category 2,1481
Channel 2,LOB 3,Product 1369,Category 2,374
Channel 2,LOB 2,Product 1369,Category 2,3440
Channel 2,LOB 1,Product 1369,Category 2,3294
Channel 2,LOB 3,Product 1370,Category 2,331
Channel 2,LOB 2,Product 1370,Category 2,2378
Channel 2,LOB 1,Product 1370,Category 2,518
Channel 2,LOB 3,Product 1371,Category 2,291
Channel 2,LOB 2,Product 1371,Category 2,143
Channel 2,LOB 1,Product 1371,Category 2,51
Channel 2,LOB 3,Product 1372,Category 2,4
Channel 2,LOB 2,Product 1372,Category 2,67
Channel 2,LOB 1,Product 1372,Category 2,12
Channel 2,LOB 3,Product 1373,Category 2,595
Channel 2,LOB 2,Product 1373,Category 2,3458
Channel 2,LOB 1,Product 1373,Category 2,520
Channel 2,LOB 3,Product 1374,Category 2,558
Channel 2,LOB 2,Product 1374,Category 2,2924
Channel 2,LOB 1,Product 1374,Category 2,711
Channel 2,LOB 3,Product 1375,Category 2,56
Channel 2,LOB 2,Product 1375,Category 2,441
Channel 2,LOB 1,Product 1375,Category 2,29
Channel 2,LOB 2,Product 3138,Category 2,48
Channel 2,LOB 3,Product 1376,Category 2,152
Channel 2,LOB 2,Product 1376,Category 2,4583
Channel 2,LOB 1,Product 1376,Category 2,2385
Channel 2,LOB 2,Product 3139,Category 2,13
Channel 2,LOB 3,Product 1377,Category 2,342
Channel 2,LOB 2,Product 1377,Category 2,3788
Channel 2,LOB 1,Product 1377,Category 2,2822
Channel 2,LOB 2,Product 3140,Category 2,186
Channel 2,LOB 2,Product 3141,Category 2,240
Channel 2,LOB 2,Product 3142,Category 2,30
Channel 2,LOB 2,Product 3143,Category 2,5
Channel 2,LOB 3,Product 1378,Category 2,4
Channel 2,LOB 2,Product 1378,Category 2,188
Channel 2,LOB 1,Product 1378,Category 2,201
Channel 2,LOB 3,Product 1379,Category 2,141
Channel 2,LOB 2,Product 1379,Category 2,660
Channel 2,LOB 1,Product 1379,Category 2,185
Channel 2,LOB 2,Product 1380,Category 2,24
Channel 2,LOB 2,Product 3144,Category 2,50
Channel 2,LOB 3,Product 1381,Category 2,17
Channel 2,LOB 2,Product 1381,Category 2,578
Channel 2,LOB 1,Product 1381,Category 2,261
Channel 2,LOB 3,Product 1383,Category 2,279
Channel 2,LOB 2,Product 1383,Category 2,513
Channel 2,LOB 1,Product 1383,Category 2,377
Channel 2,LOB 2,Product 3145,Category 1,1
Channel 2,LOB 2,Product 3146,Category 1,10
Channel 2,LOB 1,Product 3147,Category 1,198
Channel 2,LOB 1,Product 1384,Category 1,377
Channel 2,LOB 3,Product 3148,Category 2,6
Channel 2,LOB 2,Product 3148,Category 2,4
Channel 2,LOB 2,Product 1385,Category 2,11
Channel 2,LOB 3,Product 3149,Category 2,3
Channel 2,LOB 2,Product 3149,Category 2,4
Channel 2,LOB 3,Product 3150,Category 2,9
Channel 2,LOB 3,Product 1387,Category 2,301
Channel 2,LOB 2,Product 1387,Category 2,598
Channel 2,LOB 1,Product 1387,Category 2,179
Channel 2,LOB 3,Product 1388,Category 2,644
Channel 2,LOB 2,Product 1388,Category 2,3926
Channel 2,LOB 1,Product 1388,Category 2,788
Channel 2,LOB 3,Product 1389,Category 2,14
Channel 2,LOB 2,Product 1389,Category 2,35
Channel 2,LOB 2,Product 3151,Category 2,42
Channel 2,LOB 3,Product 1390,Category 1,1
Channel 2,LOB 2,Product 1390,Category 1,47
Channel 2,LOB 1,Product 1390,Category 1,12
Channel 2,LOB 3,Product 1391,Category 1,1586
Channel 2,LOB 2,Product 1391,Category 1,972
Channel 2,LOB 1,Product 1391,Category 1,187
Channel 2,LOB 3,Product 3152,Category 2,6
Channel 2,LOB 2,Product 3152,Category 2,30
Channel 2,LOB 2,Product 3153,Category 3,24
Channel 2,LOB 1,Product 3153,Category 3,47
Channel 2,LOB 3,Product 3154,Category 3,48
Channel 2,LOB 2,Product 3154,Category 3,528
Channel 2,LOB 1,Product 3155,Category 3,48
Channel 2,LOB 2,Product 3156,Category 2,5
Channel 2,LOB 2,Product 3157,Category 2,1
Channel 2,LOB 2,Product 1393,Category 2,14
Channel 2,LOB 2,Product 3158,Category 2,5
Channel 2,LOB 2,Product 3159,Category 2,21
Channel 2,LOB 2,Product 1394,Category 2,1816
Channel 2,LOB 1,Product 1394,Category 2,778
Channel 2,LOB 3,Product 3160,Category 2,477
Channel 2,LOB 2,Product 3160,Category 2,3103
Channel 2,LOB 1,Product 3160,Category 2,1394
Channel 2,LOB 2,Product 3161,Category 2,397
Channel 2,LOB 1,Product 3161,Category 2,351
Channel 2,LOB 2,Product 3162,Category 2,54
Channel 2,LOB 2,Product 1396,Category 2,66
Channel 2,LOB 3,Product 1397,Category 2,91
Channel 2,LOB 2,Product 1397,Category 2,42
Channel 2,LOB 3,Product 1398,Category 2,44
Channel 2,LOB 2,Product 1398,Category 2,65
Channel 2,LOB 3,Product 3163,Category 2,2
Channel 2,LOB 2,Product 3163,Category 2,33
Channel 2,LOB 1,Product 3163,Category 2,1
Channel 2,LOB 2,Product 1400,Category 2,249
Channel 2,LOB 1,Product 1400,Category 2,5
Channel 2,LOB 2,Product 3164,Category 2,36
Channel 2,LOB 3,Product 1401,Category 2,333
Channel 2,LOB 2,Product 1401,Category 2,902
Channel 2,LOB 1,Product 1401,Category 2,531
Channel 2,LOB 3,Product 1402,Category 2,280
Channel 2,LOB 2,Product 1402,Category 2,1459
Channel 2,LOB 1,Product 1402,Category 2,718
Channel 2,LOB 3,Product 1403,Category 2,20
Channel 2,LOB 2,Product 1403,Category 2,81
Channel 2,LOB 1,Product 1403,Category 2,331
Channel 2,LOB 2,Product 3165,Category 2,60
Channel 2,LOB 2,Product 3166,Category 2,30
Channel 2,LOB 2,Product 3167,Category 2,78
Channel 2,LOB 2,Product 3168,Category 1,12
Channel 2,LOB 3,Product 1406,Category 2,72
Channel 2,LOB 2,Product 1406,Category 2,210
Channel 2,LOB 1,Product 1406,Category 2,153
Channel 2,LOB 3,Product 1407,Category 2,361
Channel 2,LOB 2,Product 1407,Category 2,1008
Channel 2,LOB 1,Product 1407,Category 2,1713
Channel 2,LOB 3,Product 1408,Category 2,267
Channel 2,LOB 2,Product 1408,Category 2,541
Channel 2,LOB 1,Product 1408,Category 2,176
Channel 2,LOB 3,Product 1409,Category 2,6
Channel 2,LOB 2,Product 1409,Category 2,2364
Channel 2,LOB 1,Product 1409,Category 2,2394
Channel 2,LOB 2,Product 3169,Category 2,24
Channel 2,LOB 2,Product 3170,Category 3,3024
Channel 2,LOB 1,Product 3170,Category 3,817
Channel 2,LOB 2,Product 3171,Category 4,4
Channel 2,LOB 2,Product 1412,Category 4,38
Channel 2,LOB 1,Product 1412,Category 4,11
Channel 2,LOB 2,Product 3172,Category 4,65
Channel 2,LOB 1,Product 3172,Category 4,28
Channel 2,LOB 2,Product 3173,Category 4,450
Channel 2,LOB 2,Product 3174,Category 2,12
Channel 2,LOB 2,Product 3175,Category 2,14
Channel 2,LOB 2,Product 3176,Category 2,750
Channel 2,LOB 2,Product 3177,Category 2,1928
Channel 2,LOB 2,Product 3178,Category 2,563
Channel 2,LOB 2,Product 3179,Category 2,46
Channel 2,LOB 2,Product 3180,Category 2,8
Channel 2,LOB 2,Product 3181,Category 2,11
Channel 2,LOB 2,Product 3182,Category 2,1561
Channel 2,LOB 2,Product 1415,Category 2,219
Channel 2,LOB 2,Product 3183,Category 2,53
Channel 2,LOB 2,Product 3184,Category 2,32
Channel 2,LOB 2,Product 1416,Category 2,4
Channel 2,LOB 3,Product 1417,Category 2,2
Channel 2,LOB 2,Product 1417,Category 2,57
Channel 2,LOB 3,Product 3185,Category 2,2
Channel 2,LOB 3,Product 3186,Category 2,2
Channel 2,LOB 2,Product 3186,Category 2,44
Channel 2,LOB 1,Product 3186,Category 2,4
Channel 2,LOB 3,Product 1418,Category 2,14
Channel 2,LOB 2,Product 1418,Category 2,70
Channel 2,LOB 1,Product 1418,Category 2,2
Channel 2,LOB 3,Product 1419,Category 2,20
Channel 2,LOB 2,Product 1419,Category 2,119
Channel 2,LOB 1,Product 1419,Category 2,8
Channel 2,LOB 2,Product 3187,Category 2,21
Channel 2,LOB 3,Product 1420,Category 2,7
Channel 2,LOB 2,Product 1420,Category 2,96
Channel 2,LOB 1,Product 1420,Category 2,53
Channel 2,LOB 3,Product 3188,Category 2,6
Channel 2,LOB 2,Product 3188,Category 2,16
Channel 2,LOB 2,Product 1421,Category 2,10
Channel 2,LOB 1,Product 1421,Category 2,2
Channel 2,LOB 2,Product 3189,Category 2,90
Channel 2,LOB 3,Product 1422,Category 2,919
Channel 2,LOB 2,Product 1422,Category 2,8139
Channel 2,LOB 1,Product 1422,Category 2,1896
Channel 2,LOB 2,Product 3190,Category 2,288
Channel 2,LOB 3,Product 1423,Category 2,385
Channel 2,LOB 2,Product 1423,Category 2,1353
Channel 2,LOB 1,Product 1423,Category 2,1142
Channel 2,LOB 3,Product 1424,Category 2,40
Channel 2,LOB 2,Product 1424,Category 2,825
Channel 2,LOB 1,Product 1424,Category 2,276
Channel 2,LOB 2,Product 3191,Category 2,8
Channel 2,LOB 2,Product 3192,Category 2,129
Channel 2,LOB 3,Product 1425,Category 2,38
Channel 2,LOB 2,Product 1425,Category 2,1572
Channel 2,LOB 1,Product 1425,Category 2,2209
Channel 2,LOB 3,Product 1426,Category 2,69
Channel 2,LOB 2,Product 1426,Category 2,1075
Channel 2,LOB 1,Product 1426,Category 2,38
Channel 2,LOB 3,Product 1427,Category 2,16
Channel 2,LOB 2,Product 1427,Category 2,325
Channel 2,LOB 1,Product 1427,Category 2,2354
Channel 2,LOB 2,Product 1428,Category 2,171
Channel 2,LOB 1,Product 1428,Category 2,2498
Channel 2,LOB 3,Product 1429,Category 2,41
Channel 2,LOB 2,Product 1429,Category 2,627
Channel 2,LOB 1,Product 1429,Category 2,215
Channel 2,LOB 3,Product 1430,Category 2,4
Channel 2,LOB 2,Product 1430,Category 2,2160
Channel 2,LOB 1,Product 1430,Category 2,2435
Channel 2,LOB 3,Product 1431,Category 1,3
Channel 2,LOB 2,Product 1431,Category 1,100
Channel 2,LOB 3,Product 1432,Category 1,1
Channel 2,LOB 2,Product 1432,Category 1,2
Channel 2,LOB 1,Product 1433,Category 1,2517
Channel 2,LOB 1,Product 1435,Category 1,207
Channel 2,LOB 2,Product 3193,Category 2,19
Channel 2,LOB 2,Product 3194,Category 2,19
Channel 2,LOB 3,Product 1438,Category 2,3
Channel 2,LOB 2,Product 1438,Category 2,118
Channel 2,LOB 2,Product 3195,Category 3,120
Channel 2,LOB 2,Product 1440,Category 1,986
Channel 2,LOB 1,Product 1440,Category 1,18379
Channel 2,LOB 2,Product 3196,Category 3,72
Channel 2,LOB 1,Product 3196,Category 3,40
Channel 2,LOB 2,Product 1445,Category 1,24
Channel 2,LOB 1,Product 1445,Category 1,22
Channel 2,LOB 2,Product 1446,Category 1,21
Channel 2,LOB 1,Product 1446,Category 1,9
Channel 2,LOB 2,Product 1447,Category 1,13
Channel 2,LOB 1,Product 1447,Category 1,31
Channel 2,LOB 2,Product 1448,Category 1,15
Channel 2,LOB 2,Product 1449,Category 1,8
Channel 2,LOB 1,Product 1449,Category 1,10
Channel 2,LOB 2,Product 1450,Category 1,34
Channel 2,LOB 1,Product 1450,Category 1,9
Channel 2,LOB 2,Product 3197,Category 2,12
Channel 2,LOB 3,Product 1451,Category 2,2
Channel 2,LOB 2,Product 1451,Category 2,73
Channel 2,LOB 1,Product 1451,Category 2,3
Channel 2,LOB 2,Product 3198,Category 2,1
Channel 2,LOB 2,Product 3199,Category 2,21
Channel 2,LOB 3,Product 1452,Category 2,4
Channel 2,LOB 2,Product 1452,Category 2,15
Channel 2,LOB 3,Product 1453,Category 2,138
Channel 2,LOB 2,Product 1453,Category 2,1126
Channel 2,LOB 1,Product 1453,Category 2,209
Channel 2,LOB 2,Product 1454,Category 2,79
Channel 2,LOB 3,Product 1455,Category 2,15
Channel 2,LOB 2,Product 1455,Category 2,386
Channel 2,LOB 1,Product 1455,Category 2,16
Channel 2,LOB 2,Product 1456,Category 1,6
Channel 2,LOB 1,Product 1456,Category 1,44
Channel 2,LOB 2,Product 3200,Category 2,60
Channel 2,LOB 3,Product 1458,Category 2,8
Channel 2,LOB 2,Product 1458,Category 2,154
Channel 2,LOB 1,Product 1458,Category 2,1329
Channel 2,LOB 1,Product 1459,Category 2,10
Channel 2,LOB 2,Product 1460,Category 2,224
Channel 2,LOB 1,Product 1460,Category 2,861
Channel 2,LOB 1,Product 1461,Category 2,4
Channel 2,LOB 2,Product 1462,Category 2,317
Channel 2,LOB 1,Product 1462,Category 2,509
Channel 2,LOB 3,Product 1464,Category 2,2
Channel 2,LOB 2,Product 1464,Category 2,201
Channel 2,LOB 1,Product 1464,Category 2,1441
Channel 2,LOB 3,Product 1466,Category 2,169
Channel 2,LOB 2,Product 1466,Category 2,465
Channel 2,LOB 1,Product 1466,Category 2,43
Channel 2,LOB 3,Product 1469,Category 2,473
Channel 2,LOB 2,Product 1469,Category 2,1180
Channel 2,LOB 1,Product 1469,Category 2,48
Channel 2,LOB 3,Product 1470,Category 2,34
Channel 2,LOB 2,Product 1470,Category 2,329
Channel 2,LOB 1,Product 1470,Category 2,2
Channel 2,LOB 3,Product 1471,Category 2,16
Channel 2,LOB 2,Product 1471,Category 2,73
Channel 2,LOB 1,Product 1471,Category 2,7
Channel 2,LOB 2,Product 1472,Category 2,3194
Channel 2,LOB 1,Product 1472,Category 2,62
Channel 2,LOB 2,Product 3201,Category 2,6
Channel 2,LOB 2,Product 1473,Category 2,82
Channel 2,LOB 2,Product 3202,Category 2,52
Channel 2,LOB 2,Product 3203,Category 2,1
Channel 2,LOB 2,Product 3204,Category 2,16
Channel 2,LOB 2,Product 3205,Category 2,1
Channel 2,LOB 2,Product 3206,Category 2,5
Channel 2,LOB 2,Product 3207,Category 2,23
Channel 2,LOB 2,Product 3208,Category 2,3
Channel 2,LOB 2,Product 3209,Category 2,31
Channel 2,LOB 2,Product 3210,Category 2,5
Channel 2,LOB 3,Product 1474,Category 2,67
Channel 2,LOB 2,Product 1474,Category 2,361
Channel 2,LOB 2,Product 3211,Category 2,157
Channel 2,LOB 2,Product 3212,Category 2,21
Channel 2,LOB 2,Product 3213,Category 2,12
Channel 2,LOB 2,Product 3214,Category 2,1
Channel 2,LOB 3,Product 3215,Category 2,12
Channel 2,LOB 2,Product 3215,Category 2,41
Channel 2,LOB 3,Product 1475,Category 2,78
Channel 2,LOB 2,Product 1475,Category 2,304
Channel 2,LOB 2,Product 1476,Category 1,3
Channel 2,LOB 3,Product 1477,Category 1,44
Channel 2,LOB 2,Product 1477,Category 1,653
Channel 2,LOB 1,Product 1477,Category 1,19
Channel 2,LOB 3,Product 1479,Category 1,11
Channel 2,LOB 2,Product 1479,Category 1,4
Channel 2,LOB 1,Product 1479,Category 1,118
Channel 2,LOB 2,Product 3216,Category 2,12
Channel 2,LOB 2,Product 1480,Category 2,145
Channel 2,LOB 1,Product 1480,Category 2,21
Channel 2,LOB 2,Product 3217,Category 2,12
Channel 2,LOB 3,Product 3218,Category 2,9
Channel 2,LOB 1,Product 3218,Category 2,101
Channel 2,LOB 3,Product 1481,Category 2,2
Channel 2,LOB 1,Product 1481,Category 2,121
Channel 2,LOB 1,Product 3219,Category 2,144
Channel 2,LOB 3,Product 1482,Category 2,36
Channel 2,LOB 2,Product 1482,Category 2,271
Channel 2,LOB 1,Product 1482,Category 2,128
Channel 2,LOB 2,Product 3220,Category 2,2
Channel 2,LOB 2,Product 3221,Category 2,3
Channel 2,LOB 2,Product 3222,Category 2,2
Channel 2,LOB 2,Product 3223,Category 2,62
Channel 2,LOB 3,Product 1483,Category 2,170
Channel 2,LOB 2,Product 1483,Category 2,210
Channel 2,LOB 1,Product 1484,Category 1,1
Channel 2,LOB 2,Product 3224,Category 1,14
Channel 2,LOB 2,Product 3225,Category 1,1
Channel 2,LOB 2,Product 3226,Category 2,16
Channel 2,LOB 1,Product 3226,Category 2,1
Channel 2,LOB 2,Product 3227,Category 2,420
Channel 2,LOB 2,Product 3228,Category 2,36
Channel 2,LOB 2,Product 3229,Category 2,183
Channel 2,LOB 2,Product 1485,Category 2,30
Channel 2,LOB 2,Product 3230,Category 2,8
Channel 2,LOB 3,Product 1488,Category 2,3
Channel 2,LOB 2,Product 1488,Category 2,57
Channel 2,LOB 1,Product 1488,Category 2,71
Channel 2,LOB 2,Product 3231,Category 2,53
Channel 2,LOB 1,Product 3231,Category 2,22
Channel 2,LOB 3,Product 3232,Category 2,35
Channel 2,LOB 2,Product 3233,Category 2,160
Channel 2,LOB 1,Product 3233,Category 2,1
Channel 2,LOB 3,Product 1489,Category 2,13
Channel 2,LOB 2,Product 1489,Category 2,267
Channel 2,LOB 1,Product 1489,Category 2,25
Channel 2,LOB 3,Product 3234,Category 2,12
Channel 2,LOB 2,Product 3234,Category 2,57
Channel 2,LOB 1,Product 3234,Category 2,2
Channel 2,LOB 2,Product 1490,Category 2,97
Channel 2,LOB 2,Product 1492,Category 2,8
Channel 2,LOB 1,Product 1492,Category 2,2
Channel 2,LOB 2,Product 3235,Category 2,4
Channel 2,LOB 3,Product 1493,Category 2,12
Channel 2,LOB 2,Product 1493,Category 2,45
Channel 2,LOB 1,Product 1493,Category 2,2
Channel 2,LOB 3,Product 1496,Category 2,17
Channel 2,LOB 2,Product 1496,Category 2,56
Channel 2,LOB 1,Product 1496,Category 2,38
Channel 2,LOB 2,Product 3236,Category 2,14
Channel 2,LOB 3,Product 1497,Category 2,15
Channel 2,LOB 2,Product 1497,Category 2,23
Channel 2,LOB 1,Product 1497,Category 2,2
Channel 2,LOB 2,Product 3237,Category 2,3
Channel 2,LOB 2,Product 3238,Category 2,48
Channel 2,LOB 3,Product 3239,Category 2,3
Channel 2,LOB 3,Product 3240,Category 2,1
Channel 2,LOB 2,Product 3240,Category 2,17
Channel 2,LOB 1,Product 3240,Category 2,1
Channel 2,LOB 2,Product 3241,Category 2,0
Channel 2,LOB 2,Product 1501,Category 2,211
Channel 2,LOB 3,Product 1502,Category 2,381
Channel 2,LOB 2,Product 1502,Category 2,3061
Channel 2,LOB 1,Product 1502,Category 2,1052
Channel 2,LOB 3,Product 1503,Category 2,10
Channel 2,LOB 2,Product 1503,Category 2,190
Channel 2,LOB 1,Product 1503,Category 2,270
Channel 2,LOB 3,Product 3242,Category 2,245
Channel 2,LOB 2,Product 3242,Category 2,4584
Channel 2,LOB 1,Product 3242,Category 2,2169
Channel 2,LOB 2,Product 3243,Category 2,5
Channel 2,LOB 2,Product 3244,Category 2,2
Channel 2,LOB 1,Product 3244,Category 2,4
Channel 2,LOB 2,Product 3245,Category 2,2
Channel 2,LOB 2,Product 3246,Category 2,11
Channel 2,LOB 2,Product 3247,Category 2,6
Channel 2,LOB 2,Product 3248,Category 2,3
Channel 2,LOB 2,Product 3249,Category 1,70
Channel 2,LOB 1,Product 3249,Category 1,33
Channel 2,LOB 2,Product 3250,Category 2,13
Channel 2,LOB 2,Product 3251,Category 2,10
Channel 2,LOB 2,Product 1512,Category 2,2
Channel 2,LOB 2,Product 3252,Category 1,3
Channel 2,LOB 3,Product 1514,Category 3,53314
Channel 2,LOB 2,Product 1514,Category 3,506842
Channel 2,LOB 1,Product 1514,Category 3,67260
Channel 2,LOB 2,Product 3253,Category 3,69
Channel 2,LOB 2,Product 3254,Category 3,3048
Channel 2,LOB 1,Product 3254,Category 3,2083
Channel 2,LOB 3,Product 1515,Category 3,1483
Channel 2,LOB 2,Product 1515,Category 3,17023
Channel 2,LOB 1,Product 1515,Category 3,2
Channel 2,LOB 2,Product 1516,Category 1,2
Channel 2,LOB 3,Product 1517,Category 2,61
Channel 2,LOB 2,Product 1517,Category 2,361
Channel 2,LOB 3,Product 1518,Category 2,23
Channel 2,LOB 2,Product 1518,Category 2,131
Channel 2,LOB 1,Product 1519,Category 1,104
Channel 2,LOB 1,Product 1521,Category 1,456
Channel 2,LOB 3,Product 1522,Category 2,240
Channel 2,LOB 2,Product 1522,Category 2,29175
Channel 2,LOB 1,Product 1522,Category 2,207
Channel 2,LOB 2,Product 3255,Category 2,5525
Channel 2,LOB 1,Product 3255,Category 2,271
Channel 2,LOB 3,Product 1523,Category 3,120
Channel 2,LOB 2,Product 1523,Category 3,3552
Channel 2,LOB 1,Product 1523,Category 3,5750
Channel 2,LOB 3,Product 1524,Category 1,1070
Channel 2,LOB 2,Product 1524,Category 1,2247
Channel 2,LOB 1,Product 1524,Category 1,203
Channel 2,LOB 3,Product 1526,Category 2,54
Channel 2,LOB 2,Product 1526,Category 2,214
Channel 2,LOB 3,Product 1527,Category 2,25
